Company Name,Ticker,Q(1) Consensus Sales Est. (Mil.),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q0 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,12 Mo Trailing EPS,% Rating Downgrades ,% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),St. Dev. F1 / F1 Consensus,5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),F0 Consensus Est.,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Earnings ESP (Expected Surprise Prediction),F2 Consensus Est.,F1 Consensus Est.,% Rating Upgrades ,% Rating Hold,Beta,% Price Change (12 Weeks),% Price Change (4 Weeks),Last Close,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Shares Outstanding ,Avg Volume,Market Cap ,Sector,Optionable,Industry,Average Target Price,# of Brokers in Rating,Change in Avg Rec ,Rank in Industry (of ABR),% Rating Change - 4 Weeks,Industry Rank (of ABR),Current Avg Broker Rec,% Rating Strong Sell or Sell,# Rating Hold,# Rating Strong Sell or Sell,# Rating Downgrades ,# Rating Upgrades,# Rating Strong Buy or Buy,% Rating Strong Buy or Buy,Exchange,F(1) Consensus Sales Est. (Mil.),% Price Change (1 Week),Common Equity,Intangibles,Preferred Equity,Long Term Debt ,Current Assets ,Inventory ,Receivables ,Operating Margin 12 Mo,Net Margin,Inventory Turnover,Asset Utilization,5 Yr Hist. Div. Growth %,Book Value,Current Liabilities ,Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,Cost of Goods Sold,EBITDA ,Current Ratio,Debt/Total Capital,Debt/Equity Ratio,Quick Ratio,Cash Ratio,Turnover,Dividend ,5 Yr Div. Yield %,Current ROA (TTM),ROA (5 Yr Avg),ROI (5 Yr Avg),P/E (F1),Current ROI (TTM),Current ROE (TTM),St. Dev. Q2 / Q2 Consensus,Price/Cash Flow,P/E (F2),Price/Sales,Price/Book,P/E (Trailing 12 Months),Market Value/# Analysts,Long-Term Growth Consensus Est.,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,EBIT ,Pretax Income ,% Price Change (YTD),Annual Sales,PEG Ratio,5 Yr. Hist. EPS Growth,% Change EPS (F(-1)/F(-2)),S&P 500,
ASSURANT INC,AIZ,2520.78295,4.5,-3.92,.71,7.08,15.19,5.88,7.37,1.82,1.82,6.01,6.54,0,.02,3.87,.01832,2.31,6.34,115.85,90.38,10.98,14.04,6,1.65,.06,-.61,6.58,6.67,0,71.43,.84,4.94,10.27,68.42,69.39,58.54,91.06,70.25,521303.91,4806.85,Finance,YES,INS-MULTI LINE,68.4,7,0,26,0,133,3.43,28.57,5,2,0,0,0,0,NYSE,9926.69335,1.06,4833.47021,1192.73999,0,1733.31994,9165.12988,0,6977.49023,4.74,.05,,.33676,14.50899,74.85,20897.52929,-6.19,1.58,1.64,3675.53002,975.96002,.44,17.978,.24,.44,.10468,1.46809,1.21,1.86,1.6,1.77139,7.83729,10.26,7.39,9.34,.02,8.65,10.4,.47,.91,10.46,686.69244,6.97,1.58,28.78472,30.83,1.07504,575.04699,488.89999,867.41998,789.69,3.09,9047.66,1.47,6.77,30.83,YES,
AKAMAI TECH,AKAM,526.80401,4.09,4.5,5.06,-.31,17.39,0,8.38,.54,.54,1.71,1.94,0,1.6,0,.00976,16.88,-87.05,113.68,98.94,16.88,30.53,1.63,.52,.04,0,2.36,2,0,21.05,1.02,1.05,2.37,59.63,64.35,43.76,77.08,178.16,2303495,10623.86,Computer and Technology,YES,INTERNET SERVICES,69.75,19,0,19,-8,29,1.42,0,4,0,0,0,15,78.95,NSDQ,1953.29504,-.33,2629.42993,834.78997,0,0,1029.70996,0,271.98001,18.87,1.65,,.52376,,15.99,263.16,15.01,.46,.53,511.07998,603.97998,3.82,17.402,.21,3.91,2.87935,6.07989,0,0,9.88,9.7805,10.85499,29.84,11.03,12.83,.03,21.5,25.27,5.7,3.73,30.74,1517.69433,15.83,0,22.00836,12.39,43.87685,496.457,293.48001,419.54998,419.54998,26.39,177.92,1.88,10.83,12.39,YES,
ALLSTATE CORP,ALL,7733.4248,-.45,-.04,-1.12,-4.61,2.21,26.25,16.42,1.38999,1.39,5.68,5.4,0,.87,.26,.02889,2.51,3.58,89.41,109.35,-8.84,30.28,5.37,1.44,.08,-.66,5.72,5.18,0,60,.95,8.8,8.39,66.13,66.13,49.55,100,419.43,2713231.75,27737.1,Finance,YES,INS-PROP&CASLTY,65.06,20,0,35,0,197,2.3,0,12,0,0,0,8,40,NYSE,30507.07421,3.47,20700,1243,780,6201,16550,0,13482,6.99,.07,,.30252,8.02849,47.49,70110,10.34,1.36,1.52,21106,4131,.24,18.874,.25,.24,.04375,2.6068,1,2.43,2.12,1.44939,7.1854,12.77,8.79,11.89,.09,9.85,11.56,.79,1.39,12.25,1733.56896,7.8,1.69,5.39823,53.64,-1.1275,3055,2280,3763,3396,21.25,34507,1.64,22.19,53.64,YES,
ALLEGION PLC,ALLE,575,3.4,,6.06,0,6.25,-4.69,,.68,.68,2.13,2.31,0,4.83,,,,2.29,120.69,102.94,14.08,-10.5,,,,0,3.04,2.43,0,20,,2.69,14.39,53.42,57.62,40.7,75.18,95.73,908920.88,5113.84,Industrial Products,YES,PROTECTION-SFTY,60.25,5,0,1,0,13,1.4,0,1,0,0,0,4,80,NYSE,2125,1.48,-55.70001,651,0,1272,923.20001,155.8,266.1,10.66,.01,7.33139,1.06149,,.06,490.5,10.01,.64,.7,1233.90002,412.39999,2.01,99.522,208.2,1.56,1.02201,7.4179,0,,11.32,,,21.98,18.09,30.15,,13.19,17.57,2.43,855.45,23.13,5113.84277,,.6,-93.31231,85.32,-85.88343,388.70001,31,228.69999,218.5,20.89,2093.5,,,85.32,YES,
ALTERA CORP,ALTR,481.98699,-.81,-4.96,-5.96,.18,2.7,10.81,8.12,.37999,.38,1.36,1.47,0,-3.27,0,.01624,3.36,-2.83,113.76,92.81,11.16,-20.93,1.36,.38,.05,0,1.76,1.51,0,25,1.24,4.46,7.69,35.15,37.06,30.83,69.29,304.82,3907322.75,10714.32,Computer and Technology,YES,SEMI-PRO LOGIC DEV,37.06,20,0,2,-.14,140,1.98,10,5,2,0,0,13,65,NSDQ,1943.44995,4.93,3512.06005,156.11,0,1491.45996,3852.84008,163.88,483.02999,24.15,.25,3.6452,.3248,31.655,10.92,707.38,-1.62,.37,.35,546.72998,544.35998,5.59,30.95,.45,5.21,4.53211,4.2708,.5,1.11,7.84,15.09,20.242,23.25,9.37,13.45,.05,22.71,19.99,5.62,3.22,23.91,630.25402,13.6,2.05,-7.62173,-.32,-20.96624,496.975,440.05999,487.45001,470.82,8.12,1732.57,1.71,-3.53,-.32,YES,
ALEXION PHARMA,ALXN,587.13201,3.51,,6.38,0,8.57,0,11.88,1.13999,1.14,2.75,4.34,0,4,.09,.01086,42.86,36.79,145.94,102.41,71.55,47.85,2.68,,.04,0,5.52,4.72,0,14.29,.69,14.35,13.41,193.14,193.14,114.1,100,198.29,1351379.5,38297.15,Medical,YES,MED-BIOMED/GENE,207,14,-.11,113,6.04,12,1.32,0,2,0,0,0,12,85.71,NSDQ,2216.1831,.11,2382.07006,863.78997,0,97.23,2186.85009,102.59999,421.75,42.25,.16,1.37039,.58723,,15.75,582.41998,32.26,1.05,1.17,177.55,595.80999,5.09,3.3584,.03,3.58,2.85446,4.8062,0,0,24.81,16.742,20.628,40.94,30.59,31.65,,61.73,34.97,18.45,12.26,44.5,9574.28808,27.06,0,14.0608,37.33,-.75741,613.44299,252.88999,530.36999,526.26,45.35,1551.35,1.51,63.12,37.33,YES,
APPLD MATLS INC,AMAT,2384.78393,-.13,0,-1.22,0,3.7,1.08,3.72,.28,.28,.59,.98,0,0,0,.05356,2.96,-13.88,159.21,,25.16,-21.33,1.06,.34,.03,,1.48,1.33,0,33.33,1.63,6.81,8.24,22.59,23.27,16.5,89.96,1218.39,17321898,27523.52,Computer and Technology,YES,SEQPT-WAFER FAB,24.92,15,.05,5,3.65,38,1.87,6.67,5,1,0,0,9,60,NSDQ,10014.82421,5.86,7088,4397,0,1946,5642,1413,1633,13.69,,3.37919,.70867,12.64,6.31,2443,16.27,.27,.3,4518,1133,2.41,20.21599,,,,5.51469,.4,2.42,9.7,8.94029,12.09,16.97,12.92,16.33,.07,19.34,15.3,3.13,3.58,23.05,2293.6267,8.88,1.77,,326.02,134.86238,1406,256,445,350,27.77,7509,1.91,10.59,326.02,YES,
AMETEK INC,AME,1031.94995,.08,-1.15,-1.49,.23,1.64,3.39,2.17,.62,.62,2.1,2.35,0,-.77,6.67,.00427,14.23,7.8,111.82,99.19,14.92,10.53,2.1,.64,.02,0,2.68,2.41,0,42.86,1.22,1.24,7.79,52.17,54.2,46.12,74.88,245.78,1385354.88,12822.5,Computer and Technology,YES,ELEC TEST EQUIPTMENT,58.8,7,-.02,4,.95,73,1.86,0,3,0,0,0,4,57.14,NYSE,4027.58496,1.83,3136.12011,3882.28002,0,1141.75,1369.11999,452.83999,536.70001,14.69,.14,5.0837,.62986,27.62,14.11,874.53997,-9.87,.61,.62,2323.63989,917.01,1.91,29.81999,.42,1.05,.43403,6.80329,.23999,.57,9.25,8.79249,11.876,21.62,12.72,17.41,.02,20.09,19.44,3.25,3.7,22.2,2137.08325,16,.69,13.38464,13.35,12.60209,635.64898,516.98999,798.35998,724.78997,-.95,3594.14,1.35,21.14,13.35,YES,
AFFIL MANAGERS,AMG,673.55902,-3.52,-1.54,-8.67,-1.52,1.85,2.32,6.62,2.75999,2.76,10.31,11.55,0,-3.53,.54,.01022,23.12,21.23,97.81,129.71,10.53,33.72,9.76,2.88,.07,0,13.35,11.4,0,0,1.79,-1.84,1.01,195.2,216.88,179.3,42.31,55.55,558652.88,10843.95,Finance,YES,FIN-INVEST MGMT,232,6,0,4,2.78,147,1.17,0,0,0,0,0,6,100,NYSE,2543.25903,-.89,3144.60009,3802.3999,0,340,1045.90002,0,576.29998,25.87,.16,0,.36636,,63.43,1558.40002,-18.1,2.71,3.58,0,1124.90002,1.26,32.87599,.3,.67,.30133,4.50069,0,0,9.81,7.1058,9.0543,17.13,12.62,19.23,.02,14.48,14.62,4.4,3.09,16.9,2168.78906,14.93,0,59.80545,58.6,107.1839,712.29998,360.5,982.70001,863.70001,-10,2188.8,1.15,20.87,58.6,YES,
AMGEN INC,AMGN,5162.56396,3.26,,-3.85,0,11.65,19.1,10.97,2.29999,2.3,7.57,8.34,0,4.58,1.57,.02273,6.72,8.17,115.54,90.93,12.47,17.36,7.38,2.03,.05,-1.44,9.3,8.51,0,50,.52,21.61,16.55,160.35,162.18,110.29,96.47,760.67,5938932.5,121973.45,Medical,YES,MED-BIOMED/GENE,158.23,14,0,164,5.03,12,2.11,0,7,0,0,0,7,50,NSDQ,19807.89843,-.76,22096,28230,0,29623,27367,3019,2697,32.45,.27,1.44379,.28881,30.96599,33.28,7947,27.91,2.06,2.09,3346,7573,4.22,54.61899,1.2,3.06,2.72442,7.69479,1.87999,1.17,9.37,10.703,14.70199,18.83,11.92,27.11,0,17.08,17.25,6.18,4.82,19.23,15246.68066,7.18,1.52,9.19991,.76,16.93901,7077.8999,5081,6287,5265,40.56,18676,2.62,12.29,.76,YES,
AMERIPRISE FINL,AMP,2973.95996,.14,2.11,1.35,-8.34,14.87,4.52,7.81,2.24,2.24,7.05,8.23,0,1.69,5.54,.00546,6.41,9.61,117.86,98.39,19.55,26.12,7,2.26,.02,0,9.64,8.43,0,50,1.65,7.07,10.11,128.89,128.89,100.43,100,184.53,1146430.75,23784.33,Finance,YES,FIN-INVEST MGMT,135,6,0,28,0,147,2.17,0,3,0,0,0,3,50,NYSE,11610.45996,3.85,9232,0,0,8456,7661,0,4610,13.43,.12,,.08263,36.985,49.89,8991,1.94,1.95,2.2,0,3296,.88,50.30099,1.01,.85,.33933,2.5355,2.00999,1.98,1.11,1.006,7.08769,15.29,8.84,17.28,.02,14.48,13.37,1.96,2.58,15.66,4756.86621,16.2,1.8,19.29392,4.48,29.64042,1699,1334,3057,1970,12.03,11199,.94,19.09,4.48,YES,
AMER TOWER CORP,AMT,1050.06494,-5.3,-9.81,-12.07,-.36,-10.71,11.54,-10.19,.5,,,,0,-5.3,-.14,.02741,19.26,16.88,,,32.75,,1.58,.58,.09,0,2.63,2.1,0,16.67,.23,2.05,5.07,99.55,99.78,76.09,99.03,396.14,2371459.75,39436.14,Finance,YES,REIT-EQTY TRUST -OTHER,108.23,12,.17,8,-13.34,187,1.42,0,2,0,0,0,10,83.33,NYSE,4104.6831,.66,3590.04003,10431.36035,0,14408.15039,1061.18994,0,151.08,18.63,.16,,.19459,,10.56,762.25,13.49,.56,.51,859.86999,1807.77001,.74,75.609,3.1,1.39,1.19397,21.283,1.1,.68,3.63,3.90739,4.56479,47.46,4.25,18.75,.09,28.91,37.87,9.87,9.42,,4929.51708,20.79,1.45,12.21275,26.83,-13.48701,1359.07299,551.33001,1000.03002,541.73999,24.72,3361.41,2.28,,26.83,YES,
AMAZON.COM INC,AMZN,30121.79492,-1731.48,-64.61,-52.78,-.15,-30.14,-107.69,-40.36,-.95,-.95,.59,-.48,0,-33.98,4.87,-.95066,30.28,21.87,73.09,-39.24,-193.13,110.71,.75,.19,1.22,-32.43,1.12,-.55,0,40,1.1,-10.98,-5.94,296.64,407.05,287.06,7.98,463.01,5241395,137346.11,Retail-Wholesale,YES,INTERNET COMMERCE,360.33,30,.02,15,-7.92,46,1.85,0,12,0,0,0,18,60,NSDQ,89781.96875,-.81,9746,2655,0,3191,24625,7411,4767,-.25,0,8.67109,2.20219,,22.32,22980,-32.31,-.73,.37,54181,3900,.89,23.06699,.3,.75,.54164,19.81299,0,0,-.56,3.71129,8.2713,,-1.61,-2.11,2.04,38.5,264.98,1.61,13.29,,7630.33935,30.06,0,276.47058,-264.89,802.56408,3527,274,647,506,-25.62,74452,,-44.17,-264.89,YES,
AUTONATION INC,AN,4864.70214,1.39,1.94,2.58,-.15,4.65,-4.6,1.96,.89999,.9,2.98,3.31,0,2.66,-2.19,.02386,12.09,11.8,109.64,101.11,14.24,17.32,2.94,.84,.03,1.1,3.86,3.4,0,55.56,.97,6.26,12.18,57.85,61.23,46.84,76.51,113.14,1286446.75,6545.38,Retail-Wholesale,YES,RET/WHLSL AUTO/TRUCK,53.08,9,0,8,-2.66,221,3,22.22,5,2,0,0,2,22.22,NYSE,18916.3457,3.49,2061.69995,1594.69995,0,1809.80004,3830,2827.19995,740.90002,2.15,.02,5.6968,2.3733,,16.97,3751.80004,5.94,.86,.91,14757.70019,847.09997,1.02,48.77099,.95,.27,.0698,27.05599,0,0,5.1,4.6531,8.3493,16.99,10.22,19.34,.04,14.69,15,.35,3.41,17.48,727.2644,15.93,0,17.70802,17.98,18.48925,468.89999,374.89999,746.09997,604.40002,16.42,17517.6,1.07,24.56,17.98,YES,
AON PLC,AON,3376.44409,2.61,1.62,1.21,-.26,15.18,4.17,7.35,1.28999,1.29,4.89,5.36,0,.52,4.94,.01685,10.96,2.61,119.37,142.5,14.78,16.15,4.88,1.35,.02,0,6.07,5.61,0,73.33,.95,4.62,9.73,89.18,91.08,76.88,86.62,285.14,1754541.75,25428.52,Finance,YES,INS-BROKERS,88,15,0,8,-1.33,120,2.53,0,11,0,0,0,4,26.67,NYSE,12116.36035,7.33,8195,11575,0,3686,3896,0,2896,13.66,.09,,.39542,14.91399,25.04,2634,-3.26,1.12,1.84,6945,2383,1.48,39.95999,.67,1.48,.37965,4.2125,.6825,.79,5.4,4.3541,11.333,15.89,13.44,20.91,.03,12.34,14.68,2.13,3.56,16.64,2119.04321,12.42,1.12,22.65084,21.64,12.08459,2176,1113,1748,1538,6.31,11815,1.28,13.79,21.64,YES,
APACHE CORP,APA,3587.23999,-7.29,-33.1,-23.72,-11.7,0,0,-.68,1.37999,1.38,7.92,6.4,0,-22,-85.71,.05942,14.73,-6,79.27,90.19,-22.79,-16.46,8.07,1.17,.18,-1.61,5.26,6.11,0,57.89,1.43,-22.97,-7.87,75.44,103.48,72.67,8.99,382.47,4698557,28853.77,Oils-Energy,YES,OIL-US EXP&PROD,101.72,19,0,84,1.46,54,2.32,0,11,0,0,0,8,42.11,NYSE,14190.39648,-.49,35393,1369,0,9672,6366,891,2952,19.79,.14,3.69099,.24169,10.83399,90.46,4700,-20.12,1.38,1.24,3353,10916,1.12,21.707,,1.16,.5368,5.4024,.76999,.75,4.09,7.70979,10.592,12.34,6.55,7.14,.24,3.05,14.34,1.99,.83,11.79,2060.98315,.33,1.33,-53.03846,-115.22,11.54422,9870,2232,4216,4216,-12.22,16054,37.01,5.35,-115.22,YES,
ANADARKO PETROL,APC,3996.98999,-7.61,-24.82,-22.04,-10.58,-10.77,-1.49,-6.7,1.15999,1.16,4,4.48,0,-22.86,-34.53,.04898,13.13,8.72,152.5,97.28,23.95,-2.91,4.16,1.07,.17,0,4.29,4.96,0,15.79,1.87,-11.69,3.9,93.51,112.69,78.17,44.44,506.45,7922741.5,47358.14,Oils-Energy,YES,OIL-US EXP&PROD,117.5,19,0,13,1.99,54,1.42,0,3,0,0,0,16,84.21,NYSE,17386.0996,4.53,23650,5662,0,13065,7108,0,2722,12.25,.05,,.3199,22.17099,44.59,5703,7.28,1.3,1.13,2114,6719,1.07,39.49499,.65,1.25,.76906,6.4456,.54,.59,3.92,2.66729,4.0875,18.86,6.38,10.34,.19,7.9,21.82,2.54,2.1,20.87,3157.20947,8.48,1.15,-276.88266,-219.79,-66.49938,5957,801,2792,2106,17.89,14581,2.22,44.02,-219.79,YES,
AIR PRODS & CHE,APD,2684.02905,1.49,.19,-.45,-.02,2.47,.69,.42,1.65999,1.66,5.5,5.78,0,.95,13.86,.01358,4.05,2.54,111.19,89.76,12.62,1.85,5.74,1.54,.01,0,7.13,6.46,0,68.75,1.22,1.86,9.49,135.01,136.32,103.75,95.98,213.02,2203001.5,28759.29,Basic Materials,YES,CHEM-DIVERSIFD,137.8,16,.09,27,-3.72,144,2.56,6.25,11,1,0,0,4,25,NYSE,10970.92285,1.07,7521.3999,1853.09997,0,4824.5,3294.80004,706,2009,11.91,.09,11.085,.58016,11.97,35.31,2963,9.91,1.62,1.49,7634.60009,2436.5,1.11,40.463,.64,.87,.19568,5.17409,3.01999,2.68,6.91,7.6925,11.088,20.9,9.66,16.39,.04,14.78,18.95,2.75,3.82,23.36,2614.48071,11.75,2.28,2.91223,-.25,-.25146,1945.40002,991.70001,1479.59997,1354.5,20.78,10439,1.78,3.91,-.25,YES,
AMPHENOL CORP-A,APH,1373.23596,.04,-.99,-1.13,0,1.75,3.81,4.23,.57999,.58,1.92,2.14,0,.29,11.75,.0021,11.65,7.52,112.17,101.53,14.42,10.95,1.89,.56,.01,0,2.48,2.2,0,70,1.41,1.17,3.45,51.04,52.66,39.9,87.3,309.46,1503294.13,15795.1,Computer and Technology,YES,ELEC-CONNECTORS,51.53,10,0,2,0,47,2.4,0,7,0,0,0,3,30,NYSE,5288.04492,3.13,2880.07006,2478.03002,0,1431.43005,3157.56005,792.64001,1001.01,13.35,.14,4.39669,.80247,109.066,9.53,1609.86999,4.16,.57,.59,3163.83007,1046.67004,2.17,40.296,.67,1.47,.84721,5.0436,.305,.45,10.71,11.623,15.00899,23.17,15.08,23.43,.03,21.21,20.61,3.06,5.35,23.8,1974.38696,11.7,.98,11.31206,12.39,14.47119,761.85198,635.66998,910.19,846.64001,14.47,4614.67,1.98,16.58,12.39,YES,
AIRGAS INC,ARG,1315.66296,-.91,-.69,-3.44,.15,.78,0,-.85,1.29999,1.3,4.72,4.81,0,-1.2,6.37,.00357,6.9,2.32,105.21,95.5,6.86,8.51,4.76,1.33,.01,0,5.72,5.04,0,42.86,.68,4.11,6.49,113.77,113.85,100.17,99.42,74.53,552789,8479.39,Basic Materials,YES,CHEM-DIVERSIFD,117.75,14,0,22,0,144,2.21,7.14,6,1,0,0,7,50,NYSE,5331.56591,4.18,1840.64001,1548.72998,0,1706.77001,1399.07995,478.14001,701.05999,7,.07,4.7403,.88865,24.533,26.87,1330.77001,-7.44,1.29,1.24,2247.57006,930.89001,1.45,50.05599,1,.69,.16522,7.4025,1.91999,1.69,6.22,5.9468,8.6496,22.56,9.69,19.24,.02,12.77,19.9,1.64,4.23,23.65,652.26098,11.83,1.93,6.03055,2.74,2.90726,659.08099,350.77999,625.59002,551.90002,1.72,5072.54,1.91,13.99,2.74,YES,
ALLEGHENY TECH,ATI,1159.73803,-116.22,-27.4,-90.28,-2.44,100,250,56.14,0,0,-.22,-.18,0,-10.47,0,-.19473,4.58,-19.64,-14.06,,-3.9,-114.57,-.33,.26,4.29,-100,1.93,-.23,0,50,2.07,-24.57,-4.71,31.34,46.23,29.86,9.04,108.7,1513177.13,3406.75,Basic Materials,YES,STEEL-SPECIALTY,41,8,0,4,-5.26,102,2.5,12.5,4,1,0,0,3,37.5,NYSE,4361.71679,-.92,2994.69995,727.90002,0,1527.40002,2950.80004,1322.09997,528.20001,-.48,.04,2.75309,.60857,0,27.41,1211,-19.96,-.05,.01,3790.8999,100.3,2.88,33.61999,.51,1.34,.90875,6.9334,.72,1.86,-.29,1.90939,2.7423,,-.44,-.66,.56,20.35,16.2,.83,1.14,,486.67886,15,2.3,92.02657,1770.79,-2.77778,166.19999,154,-89.6,-154.80001,-12.04,4043.5,,-14.07,1770.79,YES,
AVALONBAY CMMTY,AVB,427.78601,1.97,.2,.18,.09,6.47,3.01,2.37,2.14,2.14,6.23,7.1,0,.23,.49,.00179,15.17,40.85,109.2,82.67,16.66,14.52,6.26,1.79,.01,.56,7.43,7.27,0,38.46,.77,3.77,7.74,157.2,159.61,116.86,94.36,132.01,919509.81,20751.66,Finance,YES,REIT-EQTY TRUST - RESID,157.75,13,0,14,0,174,2,0,5,0,0,0,8,61.54,NYSE,1654.66394,2.37,8599.71972,0,0,6145.39013,281.54,0,0,38.28,.24,,.10497,6.6128,68.62,286.39001,20.99,2.01,1.77,511.01,610.23999,1.58,40.879,.69,.98,.98306,,4.28,3.25,4.02,2.46289,3.95479,21.63,4.17,7.15,.02,33.32,21.17,12.66,2.29,22.14,4150.33154,10.92,2.95,68.71761,255.21,-16.68475,610.617,353.14001,57.81999,57.81999,32.96,1462.92,1.98,15.4,255.21,YES,
AVAGO TECHNOLOG,AVGO,1521.56103,-1.4,-1.07,-1.48,-.9,38.27,-3.85,13.13,1.12,1.12,2.61,3.43,0,-1.67,0,.05159,12.09,6.6,185.49,,41.94,.77,4.1,1.33,.03,0,6.33,5.83,0,22.22,.96,18.68,8.72,87.63,89.52,42.7,95.96,252.9,2960340.75,22161.54,Computer and Technology,YES,ELEC COMP-SEMIC,88.61,18,0,22,6.56,65,1.58,0,4,0,0,0,14,77.78,NSDQ,6099.91699,6.36,2886,883,0,1,1818,285,418,26.35,,5.85519,.65648,71.04699,12.31,423,50.8,1.52,1.5,1322,758,4.09,63.851,,,,8.28359,1.12999,1.2,17.3,23.75699,29.041,15.04,20.46,29.69,.08,25.63,13.85,6.49,7.12,25.55,3165.93432,18.9,1.46,,-44.34,-1.95382,846.07397,552,570,568,65.72,2520,.8,30.21,-44.34,YES,
AVON PRODS INC,AVP,2420.9519,2.67,-8.44,-9.62,-1.52,43.75,-4.76,4.06,.23,.23,1.02,.89,0,-6.05,-10.55,.02511,-2.96,-8.89,80.88,119.57,-19.85,20,.98,.15,.1,0,.87,.82,0,75,1.37,-24.65,-6.52,10.33,17.91,9.97,4.53,434.66,9790411,4490,Consumer Staples,YES,COSMETICS&TLTRS,12.67,8,.39,5,-4.17,224,2.5,0,6,0,0,0,2,25,NYSE,8945.53125,3.61,1127.5,316,0,2532.69995,3479.10009,1005.59997,676.29998,4.29,-.01,3.7032,1.47449,-31.29001,2.13,2240.5,-45.41,.16,.28,3772.5,667.09997,1.43,72.777,2.67,1.1,.80214,14.42899,.23999,2.95,6.32,8.24829,16.01799,12.64,11.23,39.72,.11,5.37,11.82,.49,4.85,11.61,561.24963,4.95,2.32,-99.19928,15.05,-32.70589,834.40002,-56.40001,283.20001,162.6,-40.01,9764.4,2.55,-18.43,15.05,YES,
AVERY DENNISON,AVY,1608.34997,.53,,-1.73,-.34,4.05,1.27,1.7,.76999,.77,2.68,2.91,0,-.89,-4.93,.00552,-.68,1.73,116.3,104.22,12.91,28.85,2.66,.72,.01,0,3.34,3.03,0,50,1.33,-1.42,11.09,47.37,52.14,41.28,56.08,91.1,1089807.63,4315.46,Industrial Products,YES,OFFICE SUPPLIES & FORMS,52.6,6,0,1,0,209,2,0,3,0,0,0,3,50,NYSE,6360.60009,2.96,1492.19995,847.09997,0,950.59997,2091.80004,494.1,1016.5,4.47,.04,8.66699,1.3782,11.81299,13.94,1554.09997,-14.12,.74,.8,4502.2998,626.70001,1.27,41.969,.72,1.03,.37397,5.8625,1.13999,2.76,6.16,5.1402,10.432,15.65,11.86,19.72,,9.67,14.18,.68,3.4,16.28,863.091,9.65,2.96,-17.3151,3.81,.1857,473.20001,215.8,422.1,363.1,-5.62,6140,1.62,1.61,3.81,YES,
AMER EXPRESS CO,AXP,8460.80273,.59,-.15,-.83,.06,1.45,6.52,2.37,1.39999,1.4,4.92,5.45,0,.17,1.39,.00765,6.54,4.41,110.28,98.46,12.82,11.82,4.92,1.44,.04,0,6.06,5.55,0,47.37,1.18,4.94,6.62,91.58,95.84,80.24,72.69,1034.68,5353467,94755.72,Finance,YES,FIN-MISC SVCS,98.36,19,0,18,1.76,27,2.21,5.26,9,1,0,0,9,47.37,NYSE,33659.78515,3.2,19496,0,0,55330,133256,0,113770,17.13,.16,,.22078,7.2743,19.53,61639,-8.15,1.38,1.38,442,10424,2.2,73.375,2.76,2.16,.31613,.29837,.86,1.42,3.78,3.1063,5.98699,16.5,7.71,28.93,.03,15.39,15.12,2.81,4.69,16.8,6317.04785,10.95,1.14,23.32085,22.4,19.56715,6373,5359,9404,7888,.94,32974,1.51,22.28,22.4,YES,
AUTOZONE INC,AZO,2217.04907,0,-.01,0,0,.45,0,.55,11.27999,11.28,31.57,31.66,0,0,0,.0146,7.09,3.58,114.33,63.75,12.58,16.28,31.55,6.31,.01,,40.06,35.54,0,77.78,.38,6.67,11.36,566.05,566.05,442.06,100,32.6,317870.59,18453.23,Retail-Wholesale,YES,RETAIL/WHLSLE-AUTO PARTS,557.75,18,0,7,0,57,2.56,0,14,0,0,0,4,22.22,NYSE,9977.39257,2.65,-1621.84998,367.82,0,4162.89013,3580.6101,3140.10009,200.88999,11.29,.11,1.47529,1.2991,,-50.21,4541.08984,7.77,11.23,7.19,4540.3999,2088.33007,.79,,-2.57,.1,.05276,50.137,0,0,14.67,14.36999,40.053,15.93,44.38,,.02,13.77,14.13,1.95,,17.88,1085.48413,13.27,0,10.13998,5.24,5.23965,1327.86401,1069.73999,1830.20996,1662.70996,18.43,9475.31,1.2,21.58,5.24,YES,
